	TFH_Rep1	TFH_Rep2	TH1_Rep1	TH1_Rep2
Ifitm5	0	1	0	3
Ifitm6	1	9	7	3
Ifitm7	0	0	2	0
Ifltd1	0	1	3	0
Ifna4	0	0	0	0
Ifnar1	2162	3744	3437	1922
Ifnar2	1519	2740	1153	491
Ifnb1	0	0	0	0
Ifng	196	203	2721	1264
Ifngr1	1786	2453	9745	5860
Ifngr2	41	77	73	49
Ifnz	0	0	2	0
Ifrd1	602	919	2048	1254
Ifrd2	333	484	516	466
Ift122	99	112	75	52
Ift140	508	1093	847	516
Ift172	120	201	69	86
Ift20	323	550	631	366
Ift27	307	459	632	590
Ift46	386	645	537	377
Ift52	859	1518	1322	695
Ift57	88	182	248	92
Ift74	66	135	113	51
Ift80	1062	1454	972	621
Ift81	46	94	35	37
Ift88	119	167	131	31
Igbp1	1122	2214	2050	1774
Igdcc4	1	0	0	2
Igf1	0	0	0	0
Igf1r	237	512	203	170
Igf2	0	1	0	0
Igf2as	0	0	0	0
Igf2bp1	1	1	1	0
Igf2bp2	13	19	21	2
Igf2bp3	959	1569	946	481
Igf2r	2096	3632	7637	7612
Igfals	0	0	0	1
Igfbp3	0	0	0	0
Igfbp4	349	335	425	586
Igfbp5	0	2	0	2
Igfbp6	1	2	18	2
Igfbp7	0	0	6	5
Ighmbp2	399	693	576	381
Igj	68	142	181	323
Igll1	0	1	0	0
Iglon5	0	0	5	0
Igsf10	0	0	0	4
Igsf3	17	22	21	14
Igsf5	0	0	0	0
Igsf6	5	24	11	23
Igsf8	199	284	489	357
Igsf9	8	3	10	10
Igsf9b	0	1	0	0
Igtp	5587	8118	10183	5718
Ihh	0	1	1	2
Iigp1	898	1304	1266	803
Ik	2208	3553	3542	3239
Ikbip	53	63	110	49
Ikbkap	1026	1816	1343	1165
Ikbkb	2093	3292	3358	3064
Ikbke	3740	5744	3736	2210
Ikbkg	1297	2084	1680	1110
Ikzf1	24697	41524	35116	19622
Ikzf2	3626	5965	4197	2408
Ikzf3	4041	6262	9616	4908
Ikzf4	17	24	61	21
Ikzf5	795	1249	1177	561
Il10	69	84	3031	1262
Il10ra	415	521	1684	1316
Il10rb	723	1289	1383	762
Il11	1	3	3	0
Il11ra1	15	16	37	44
Il12a	0	0	2	0
Il12b	0	0	0	0
Il12rb1	742	1008	4471	3037
Il12rb2	1142	1681	7520	2934
Il13	0	0	0	30
Il13ra1	10	18	12	21
Il15	0	8	1	2
Il15ra	129	175	322	107
Il16	5882	10275	5757	3622
Il17a	2	0	20	15
Il17c	0	2	2	0
Il17d	1	0	0	0
Il17f	19	10	27	16
Il17ra	4976	8407	8930	6511
Il17rb	57	69	59	36
Il17rc	1	3	14	12
Il17rd	12	15	35	13
Il17re	21	36	282	310
Il18	12	9	15	8
Il18bp	69	113	117	58
Il18r1	879	1633	2060	2741
Il18rap	445	790	1543	1589
Il19	0	1	7	1
Il1a	4	3	17	26
Il1b	4	35	7	36
Il1f9	18	48	26	23
Il1r1	1259	2165	1761	1460
Il1r2	88	119	535	455
Il1rap	412	733	440	233
Il1rl1	317	699	253	98
Il1rl2	322	583	418	202
Il1rn	11	24	29	25
Il2	34	32	59	34
Il20ra	0	0	2	3
Il20rb	56	79	83	46
Il21	2893	4528	2276	839
Il21r	4144	5298	5128	3097
Il22	27	43	61	38
Il22ra2	0	0	0	0
Il23a	0	0	0	4
Il23r	162	283	66	25
Il24	1	2	5	7
Il27	1	0	1	0
Il27ra	2303	3770	3409	2461
Il28a	0	0	0	0
Il28b	0	0	0	1
Il28ra	1	0	0	2
Il2ra	483	501	9833	3887
Il2rb	8894	15121	41620	21647
Il2rg	15792	25070	30695	14664
Il3	4	0	6	23
Il31	0	0	0	1
Il31ra	3	4	50	22
Il33	0	0	5	2
Il34	0	0	0	0
Il3ra	248	483	431	243
Il4	1	12	2	2
Il4i1	1	0	0	0
Il4ra	1238	1925	1719	1112
Il5	0	1	0	2
Il5ra	10	23	13	3
Il6	0	0	1	0
Il6ra	1905	3618	1269	531
Il6st	4302	6594	2973	1844
Il7	1	0	1	0
Il7r	184	288	826	592
Il9r	8	8	8	1
Ildr1	10	19	83	64
Ilf2	1095	2058	2450	1732
Ilf3	2047	3366	2750	1744
Ilk	1305	2349	3123	2129
Ilkap	995	2006	1838	1763
Iltifb	9	25	27	56
Ilvbl	335	604	682	556
Immp1l	298	530	401	273
Immp2l	9	12	14	6
Immt	3000	5340	5414	3240
Imp3	518	933	973	1402
Imp4	1347	2402	2575	1283
Impa1	2421	4375	3691	2252
Impa2	443	793	806	491
Impact	302	497	676	351
Impad1	1429	2634	2039	1282
Impdh1	1195	1981	2660	1564
Impdh2	3793	6304	5105	2665
Impg1	2	2	6	19
Impg2	19	24	31	8
Ina	3	2	2	3
Inadl	714	1149	284	137
Inca1	3	7	6	2
Incenp	4490	7654	10128	6851
Inf2	670	1364	2082	1865
Ing1	831	1732	1790	1255
Ing2	209	443	510	327
Ing3	569	1038	818	485
Ing4	854	1427	1312	1024
Ing5	991	1828	1870	1447
Inha	1	0	0	0
Inhba	1	2	1	8
Inhbe	0	0	0	0
Ino80	1279	2329	1653	1133
Ino80b	189	400	384	253
Ino80c	1301	2213	1945	1056
Ino80d	1454	2623	2506	1221
Ino80e	450	909	964	491
Inpp1	630	883	1154	516
Inpp4a	978	1817	2273	1356
Inpp4b	2605	5433	1616	635
Inpp5a	48	124	131	110
Inpp5b	3241	5839	5402	3436
Inpp5d	2994	5183	6082	3784
Inpp5e	444	835	685	385
Inpp5f	729	1316	591	424
Inpp5j	0	1	1	0
Inpp5k	1143	1982	1489	744
Inppl1	340	545	435	311
Ins2	0	0	0	0
Insc	0	0	0	0
Insig1	1068	1978	1741	1069
Insig2	355	638	738	585
Insl3	7	8	17	7
Insl5	3	0	0	0
Insl6	61	87	140	112
Insm1	6	3	8	4
Insm2	0	0	0	0
Insr	395	639	412	202
Insrr	4	4	5	3
Ints1	1944	3812	3153	2464
Ints10	758	1320	1059	683
Ints12	558	1124	977	658
Ints2	1179	2338	1912	1261
Ints3	2781	4772	4037	3345
Ints4	999	1765	1605	943
Ints5	1301	2591	2247	1401
Ints6	900	1763	1325	607
Ints7	3233	5475	5497	2536
Ints8	1509	2882	2352	1501
Ints9	1586	2962	2163	1325
Intu	92	148	156	58
Invs	267	461	368	173
Ip6k1	2354	3870	3677	2158
Ip6k2	382	705	676	384
Ip6k3	0	1	0	0
Ipcef1	5480	9062	11294	7439
Ipmk	701	1417	1012	642
Ipo11	878	1468	1516	955
Ipo13	585	942	778	509
Ipo4	1012	1703	1170	824
Ipo5	5844	11434	9126	7603
Ipo7	4211	7563	6000	4263
Ipo8	1934	3799	3040	2062
Ipo9	2967	5248	5264	2951
Ipp	482	803	716	625
Ippk	382	829	834	560
Iqcb1	103	115	94	38
Iqcc	365	607	398	248
Iqcd	6	22	12	4
Iqce	497	681	653	402
Iqcf3	0	0	0	0
Iqcf4	0	0	0	0
Iqcg	27	29	47	29
Iqch	0	1	0	3
Iqcj	0	0	0	1
Iqck	4	3	3	0
Iqgap1	9526	19658	21736	15884
Iqgap2	1511	2689	4255	3689
Iqgap3	296	522	927	718
Iqsec1	544	819	847	464
Iqsec2	5	14	10	9
Iqub	0	0	0	0
Irak1	2526	3949	3226	1747
Irak1bp1	72	112	74	32
Irak2	282	574	833	404
Irak3	35	77	91	73
Irak4	438	660	613	471
Ireb2	2274	4312	3384	2152
Irf1	2286	3650	6082	3985
Irf2	2698	4283	4572	2495
Irf2bp1	378	653	684	323
Irf2bp2	1625	2628	1715	1198
Irf3	1040	1844	1629	999
Irf4	4140	6504	8984	4693
Irf5	73	147	233	106
Irf6	64	94	141	95
Irf7	4920	7277	8208	3097
Irf8	1318	2017	1902	1022
Irf9	2161	3505	4390	2225
Irg1	2	20	7	32
Irgc1	1	0	1	1
Irgm1	3402	5930	4637	3079
Irgm2	1834	3196	3110	1745
Irgq	444	667	612	417
Irs1	0	0	0	4
Irs2	47	71	46	34
Irs3	0	1	1	0
Irx1	0	0	0	1
Irx3	0	0	0	1
Irx5	0	0	0	0
Isca1	763	1316	1032	751
Isca2	358	568	751	277
Iscu	191	286	392	335
Isg15	3788	4998	5225	3570
Isg20	1177	1614	1583	906
Isg20l2	2171	3731	2793	1309
Isl2	0	0	1	0
Islr	1	0	0	0
Islr2	0	0	1	0
Ism1	0	0	0	0
Isoc1	1475	2595	1890	979
Isoc2a	180	372	388	232
Isoc2b	136	249	250	118
Ispd	95	158	39	4
Isy1	2646	4251	4305	3408
Isyna1	1358	2529	1718	888
Itch	1678	3110	2621	1585
Itfg1	832	1360	1295	681
Itfg2	301	442	462	324
Itfg3	313	660	1156	666
Itga1	1	1	14	21
Itga10	38	61	53	40
Itga11	0	0	0	5
Itga2	33	34	312	291
Itga2b	2	4	14	7
Itga3	102	183	210	207
Itga4	4336	9093	14818	8018
Itga5	22	41	174	173
Itga6	1182	2245	1891	1484
Itga7	169	388	103	39
Itga8	0	0	0	0
Itga9	39	88	76	76
Itgad	5	1	10	15
Itgae	16	10	25	27
Itgal	18911	35322	36396	31600
Itgam	74	139	1122	509
Itgav	443	1008	916	663
Itgax	1	4	27	25
Itgb1	2293	4921	4161	3495
Itgb1bp1	505	905	1153	876
Itgb1bp2	10	24	19	17
Itgb1bp3	10	2	10	5
Itgb2	7718	13806	20023	13299
Itgb3	1087	1895	3182	2598
Itgb3bp	148	258	185	80
Itgb4	8	13	27	29
Itgb5	15	23	159	146
Itgb6	0	0	1	0
Itgb7	7954	13861	23884	30011
Itgb8	1	3	2	2
Itih2	0	0	0	0
Itih4	0	0	0	0
Itih5	740	1040	1930	1072
Itk	4176	7175	8969	5077
Itm2a	1656	2455	1871	1105
Itm2b	5820	9314	11734	9036
Itm2c	1192	1811	2546	1216
Itpa	790	1641	1435	694
Itpk1	1569	2344	4284	2541
Itpka	12	7	25	17
Itpkb	2664	4707	3837	2575
Itpkc	177	319	290	267
Itpr1	1831	3244	2506	1779
Itpr2	1358	2563	2052	1286
Itpr3	1260	2482	2776	1960
Itprip	859	1530	1931	944
Itpripl1	855	1692	2365	1881
Itpripl2	65	164	208	175
Itsn1	32	69	200	112
Itsn2	3784	6570	5695	4447
Ivd	481	901	497	323
Ivns1abp	5482	9255	8529	5739
Iws1	1959	3255	3519	2960
Iyd	1	1	6	2
Izumo1	0	3	8	6
Izumo4	167	233	241	149
Jag1	0	0	1	0
Jag2	10	14	15	16
Jagn1	397	649	820	335
Jak1	12023	20764	20266	12395
Jak2	4845	8756	6066	4562
Jak3	4299	7435	6828	4815
Jakmip1	485	848	1334	1277
Jam2	1	0	0	0
Jam3	16	17	20	6
Jarid2	1557	2865	2026	1239
Jazf1	91	232	115	74
Jdp2	277	444	124	34
Jhdm1d	2179	4010	2850	1326
Jkamp	277	545	686	395
Jmjd1c	1766	3306	2466	1314
Jmjd4	291	615	501	318
Jmjd5	284	508	555	450
Jmjd6	684	1148	1244	697
Jmjd7	125	214	274	148
Jmjd8	246	399	362	218
Jmy	252	382	194	99
Josd1	516	924	922	656
Josd2	90	196	153	102
Jph3	2	0	4	3
Jph4	0	2	4	0
Jrk	91	182	140	70
Jsrp1	2	1	0	1
Jtb	553	883	800	742
Jub	9	13	35	30
Jun	91	137	325	253
Junb	1293	2327	2790	1148
Jund	1025	2126	2876	3395
Jup	17	54	94	83
Kalrn	4	8	15	7
Kank1	0	0	0	0
Kank2	4	4	12	7
Kank3	33	42	54	49
Kars	2905	5192	5153	3546
Kat2a	1334	2251	1959	911
Kat2b	904	1524	1402	908
Kat5	692	996	1498	946
Katna1	877	1568	1679	1801
Katnal1	97	159	237	222
Katnal2	2	4	2	1
Katnb1	663	1173	1447	637
Kazald1	3	0	3	2
Kbtbd10	0	1	0	0
Kbtbd11	15112	28607	17254	11751
Kbtbd12	0	0	0	0
Kbtbd13	0	3	0	1
Kbtbd2	1090	2140	1827	1318
Kbtbd3	108	159	146	77
Kbtbd4	762	1328	1100	723
Kbtbd7	198	344	275	203
Kbtbd8	285	590	460	367
Kcmf1	1172	1798	2097	1256
Kcna2	33	44	22	3
Kcna3	759	1073	1192	693
Kcna4	0	0	0	0
Kcna7	0	1	1	0
Kcnab1	1	6	6	3
Kcnab2	6561	12352	18995	12783
Kcnab3	7	8	31	22
Kcnb1	16	25	21	21
Kcnc1	6	10	7	2
Kcnc2	0	1	0	0
Kcnc3	1	1	2	1
Kcnd1	2	3	10	8
Kcnd3	0	1	0	0
Kcne2	0	0	1	0
Kcne3	0	0	0	0
Kcnf1	1	1	1	11
Kcng2	0	0	0	0
Kcng3	0	0	2	3
Kcng4	0	0	1	0
Kcnh1	0	0	0	0
Kcnh2	38	41	57	22
Kcnh3	8	5	4	5
Kcnh4	5	4	9	3
Kcnh6	0	0	0	1
Kcnip1	0	1	0	0
Kcnip2	5	4	4	3
Kcnip3	1	0	0	0
Kcnip4	7	11	11	2
Kcnj10	2	2	5	1
Kcnj13	3	4	1	0
Kcnj14	3	0	0	0
Kcnj15	0	0	0	0
Kcnj16	2	13	64	69
Kcnj2	3	4	13	12
Kcnj3	7	23	11	8
Kcnj4	0	0	0	0
Kcnj5	0	0	0	0
Kcnj8	1	0	6	3
Kcnj9	0	0	0	0
Kcnk1	0	0	0	0
Kcnk10	0	0	0	0
Kcnk12	0	0	0	0
Kcnk13	0	0	1	0
Kcnk3	0	0	0	0
Kcnk4	0	0	1	0
Kcnk5	349	550	1988	1177
Kcnk6	67	115	238	97
Kcnk7	17	25	129	93
Kcnmb1	9	9	11	0
Kcnmb3	0	1	0	0
Kcnmb4	77	133	43	6
Kcnn1	0	2	2	0
Kcnn2	0	0	0	0
Kcnn3	0	0	0	0
Kcnn4	1823	2705	3736	2083
Kcnq1	0	0	0	0
Kcnq1ot1	312	534	489	195
Kcnq2	0	1	0	0
Kcnq4	0	0	1	0
Kcnq5	134	223	146	85
Kcnrg	13	22	12	14
Kcns1	0	3	3	0
Kcns3	0	0	0	0
Kcnu1	0	0	0	0
Kcp	0	0	0	0
Kctd1	70	159	86	36
Kctd10	741	1108	1361	1091
Kctd11	50	103	109	76
Kctd12	106	220	1735	1492
Kctd12b	0	6	2	1
Kctd13	233	328	445	176
Kctd14	14	11	19	9
Kctd15	1	0	4	0
Kctd16	0	0	0	0
Kctd17	215	554	423	176
Kctd18	386	558	635	529
Kctd19	0	0	0	0
Kctd2	425	926	628	617
Kctd20	1081	2053	2371	1451
Kctd21	22	39	24	7
Kctd3	275	520	449	288
Kctd4	0	1	1	0
Kctd5	679	1183	1317	547
Kctd6	149	214	238	84
Kctd7	109	193	125	97
Kctd9	632	1104	1468	1219
Kdelc1	180	314	193	95
Kdelc2	682	1134	732	388
Kdelr1	1069	1799	2383	1332
Kdelr2	1123	2028	2520	1321
Kdelr3	10	22	59	30
Kdm1a	2330	3953	3455	1526
Kdm1b	877	1586	1418	1021
Kdm2a	4125	7389	6419	6349
Kdm2b	2510	4506	4604	2617
Kdm3a	1352	2382	1672	1140
Kdm3b	2174	3918	3477	2409
Kdm4a	1467	2687	3776	3576
Kdm4b	408	695	509	313
Kdm4c	885	1496	1230	816
Kdm4d	4	4	2	16
Kdm5a	3117	5577	4611	3418
Kdm5b	1377	2089	1119	778
Kdm5c	3495	3853	5288	2690
Kdm5d	109	1993	256	1028
Kdm6a	1976	2012	2618	679
Kdm6b	1593	2299	1602	841
Kdr	0	2	0	6
Kdsr	614	1053	612	392
Keap1	1598	2660	2442	1645
Kel	0	0	0	0
Khdc1a	0	1	0	3
Khdc1b	0	0	0	0
Khdc1c	0	0	0	0
Khdrbs1	4417	7745	6107	4017
Khdrbs3	0	1	3	0
Khk	59	61	67	70
Khnyn	1572	2320	3852	3688
Khsrp	3838	6757	7071	3773
Kidins220	1798	3122	2921	2033
Kif11	5162	9736	10714	6378
Kif13a	199	383	135	90
Kif13b	160	318	326	296
Kif14	1006	1918	2179	1693
Kif15	2494	4404	4447	2748
Kif16b	474	800	737	507
Kif17	0	0	0	0
Kif18a	725	1431	1270	620
Kif18b	2152	3979	4451	2498
Kif19a	2	2	5	0
Kif1a	0	0	4	4
Kif1b	1098	2005	1050	751
Kif1c	929	1419	1690	1486
Kif20a	2148	3773	3802	3075
Kif20b	1480	2560	2699	2095
Kif21b	8953	17284	17218	12576
Kif22	1612	2774	4184	3060
Kif23	1373	2617	2635	2230
Kif24	374	610	596	334
Kif26b	0	1	0	0
Kif27	0	0	1	0
Kif2a	1597	3223	3102	2170
Kif2c	1488	2589	3134	2242
Kif3a	167	226	195	139
Kif3b	1488	2420	1927	1213
Kif3c	268	398	265	245
Kif4	2011	3897	4040	3912
Kif4b	1	1	1	0
Kif5a	6	10	12	3
Kif5b	5149	9242	7741	5624
Kif5c	62	160	32	18
Kif7	35	57	43	35
Kif9	36	31	48	24
Kifap3	160	319	185	136
Kifc1	316	505	923	955
Kifc2	73	133	144	76
Kifc3	18	13	17	11
Kifc5b	76	133	199	209
Kin	456	705	722	595
Kirrel	0	0	0	1
Kirrel2	0	1	0	0
Kirrel3	0	1	1	1
Kis2	0	3	0	0
Kiss1r	8	5	26	14
Kit	10	12	32	24
Kitl	29	40	24	4
Kl	3	1	3	0
Klb	0	1	1	0
Klc1	764	1227	1347	1426
Klc2	173	229	329	221
Klc3	80	154	109	66
Klc4	72	128	102	88
Klf1	0	2	3	5
Klf10	868	1606	1805	1093
Klf11	166	246	590	468
Klf12	5	13	32	3
Klf13	6063	10455	9979	5558
Klf16	295	575	817	466
Klf17	0	0	0	0
Klf2	625	1594	2838	1707
Klf3	1451	2928	3892	1905
Klf4	13	23	29	13
Klf5	1	1	0	0
Klf6	958	1615	3999	2848
Klf7	155	305	301	176
Klf8	61	117	202	106
Klf9	11	11	24	18
Klhdc1	125	228	215	137
Klhdc10	856	1317	1093	845
Klhdc2	729	1314	1069	451
Klhdc3	1134	1662	1756	761
Klhdc4	949	1642	1764	1487
Klhdc5	370	672	520	349
Klhdc7b	0	1	0	0
Klhdc8a	0	0	0	1
Klhdc8b	23	33	20	23
Klhdc9	66	106	63	27
Klhl10	8	14	18	7
Klhl11	285	509	444	457
Klhl12	455	870	761	613
Klhl13	0	0	0	0
Klhl14	0	0	0	0
Klhl15	91	164	186	104
Klhl17	310	524	597	395
Klhl18	452	854	805	562
Klhl2	352	629	662	520
Klhl20	1062	1802	1731	1166
Klhl21	329	416	478	330
Klhl22	255	369	379	235
Klhl23	37	43	32	12
Klhl24	1532	2907	1188	757
Klhl25	530	919	1664	1551
Klhl26	130	256	232	120
Klhl28	386	752	726	696
Klhl29	0	1	0	0
Klhl3	42	100	25	29
Klhl30	0	0	1	0
Klhl32	0	1	0	0
Klhl35	1	3	2	3
Klhl36	103	170	129	130
Klhl4	71	57	18	2
Klhl5	398	809	700	561
Klhl6	5261	8310	5845	3414
Klhl7	131	269	175	134
Klhl8	32	46	39	49
Klhl9	1283	2431	1698	1227
Klk1	0	0	0	0
Klk10	1	1	0	0
Klk11	0	0	1	0
Klk12	0	0	0	0
Klk14	0	1	0	0
Klk1b11	0	0	0	0
Klk1b27	0	0	0	0
Klk1b9	1	0	0	0
Klk7	0	2	6	0
Klk8	212	465	443	355
Klk9	2	4	0	3
Klkb1	0	0	1	0
Klra17	1	2	2	5
Klra18	0	0	0	0
Klra2	0	15	8	19
Klra3	0	1	0	0
Klra7	1	0	0	3
Klra9	0	1	0	0
Klraq1	614	1058	1116	820
Klrb1a	0	1	0	0
Klrb1b	0	3	3	0
Klrb1c	125	216	39	14
Klrb1f	121	202	279	296
Klrc1	36	32	234	149
Klrc2	5	5	60	2
Klrc3	0	0	5	0
Klrd1	32	61	108	60
Klre1	1	1	7	1
Klrg1	2	1	14	9
Klrg2	1	0	0	4
Klri2	0	1	0	0
Klrk1	3	9	105	30
Kmo	17	24	41	14
Kndc1	0	1	2	2
Kng1	0	0	0	0
Kntc1	1793	3619	3794	3043
Kpna1	1987	3931	3080	1900
Kpna2	6800	12703	14315	10800
Kpna3	2934	5323	4784	2360
Kpna4	3355	6108	5869	3273
Kpna6	1711	2979	2598	1590
Kpna7	0	0	0	0
Kpnb1	11352	20202	20086	16111
Kptn	311	530	454	487
Kras	2905	5026	4429	2422
Krba1	458	681	675	375
Krcc1	1150	1745	1763	864
Kremen1	723	1112	1736	1049
Kremen2	34	99	196	188
Kri1	848	1335	1338	1575
Krit1	744	1338	1495	852
Krr1	699	1265	1339	888
Krt10	39	39	22	15
Krt16	0	0	0	0
Krt17	0	0	0	0
Krt18	2	1	7	7
Krt222	17	46	29	7
Krt24	0	0	1	1
Krt25	0	0	0	0
Krt26	0	0	0	0
Krt28	1	0	1	0
Krt73	0	0	1	0
Krt75	0	1	0	0
Krt8	1	0	0	0
Krt80	0	1	0	11
Krt83	0	0	0	3
Krt85	0	0	0	0
Krt86	0	0	0	0
Krtcap2	754	1132	2429	1379
Krtcap3	57	114	109	78
Ksr1	1817	3062	2757	1235
Ksr2	1	1	5	2
Kti12	795	1241	1022	737
Ktn1	835	1292	1256	1062
Ky	0	0	2	0
Kynu	0	0	0	0
L1cam	294	725	1995	1798
L1td1	0	0	1	0
L2hgdh	110	200	161	119
L3mbtl	1	0	0	1
L3mbtl2	897	1518	1367	896
L3mbtl3	636	1037	706	667
L3mbtl4	0	0	0	0
LOC100034739	0	1	0	0
LOC100038947	0	4	0	7
LOC100042049	13	42	34	20
LOC100045653	0	1	0	0
LOC100134990	0	1	0	0
LOC100270707	0	0	0	1
LOC100272221	2	2	3	0
LOC100302567	6	9	7	3
LOC100302626	6	10	13	6
LOC100302688	5	7	3	16
LOC100303645	0	1	0	0
LOC100316870	1099	1146	1917	554
LOC100499420	0	3	15	2
LOC100503704	18	22	18	14
LOC106740	48	71	95	79
LOC547349	0	0	0	0
LOC620419	65	140	127	74
LOC664987	3	4	3	4
LOC668917	0	4	3	0
Lace1	71	139	133	81
Lactb	264	521	526	332
Lactb2	301	503	506	234
Lad1	2	1	4	2
Lag3	3598	5045	11364	6434
Lage3	160	383	479	282
Lair1	131	279	1151	776
Lalba	1	2	1	0
Lama3	1	0	0	1
Lama4	0	0	0	1
Lama5	23	15	48	51
Lamb1	1	0	3	1
Lamb2	5	2	3	20
Lamb3	41	63	133	73
Lamc1	181	284	2083	2185
Lamc2	14	17	115	141
Lamc3	1	0	0	0
Lamp1	4091	6411	2976	1000
Lamp2	2018	3366	2641	1390
Lamp3	0	2	1	0
Lancl1	316	604	433	273
Lancl2	445	889	1051	633
Lancl3	203	352	295	136
Lap3	435	773	803	475
Laptm4a	982	1596	1691	900
Laptm4b	24	49	182	148
Laptm5	27705	44607	45699	19457
Large	5	5	7	2
Larp1	6475	10453	14304	8133
Larp1b	719	1195	958	555
Larp4	2503	4342	3128	1943
Larp4b	2953	5403	5349	2989
Larp6	0	0	0	0
Larp7	1629	2853	2782	1873
Lars	2810	4915	3867	2026
Lars2	657	1231	910	621
Las1l	1072	1923	1432	1145
Lasp1	5226	8734	13869	8969
Lass2	1846	3013	3808	1767
Lass3	0	2	1	1
Lass4	356	550	841	611
Lass5	1334	2605	2841	1887
Lass6	626	875	767	374
Lat	8676	14790	18027	11721
Lat2	11	11	43	27
Lats1	1006	1746	1825	1233
Lats2	625	1053	791	581
Lax1	2174	3583	4046	2070
Layn	0	0	0	0
Lbh	11340	18200	18596	9345
Lbp	6	5	5	14
Lbr	9383	17711	26051	14847
Lbx2	2	2	0	0
Lca5	65	112	172	102
Lca5l	2	0	1	0
Lcat	4	13	14	18
Lck	20678	35411	37376	25177
Lclat1	719	1121	1006	461
Lcmt1	366	626	683	413
Lcmt2	153	252	300	202
Lcn12	0	0	2	0
Lcn13	0	0	0	0
Lcn2	2	13	7	5
Lcn4	39	71	183	75
Lcn6	0	0	0	0
Lcor	81	131	167	115
Lcorl	120	240	237	122
Lcp1	52698	86305	106928	60237
Lcp2	10457	19180	14960	15760
Lct	6	16	20	8
Lctl	1	0	0	0
Ldb1	1969	3147	3679	1831
Ldb3	0	0	0	0
Ldha	27621	48942	43378	35279
Ldhal6b	1	7	2	1
Ldhb	115	311	157	159
Ldhc	0	0	0	0
Ldhd	13	20	12	6
Ldlr	567	964	1371	1116
Ldlrad1	2	1	2	0
Ldlrad2	4	2	4	6
Ldlrad3	8	17	7	1
Ldlrap1	606	908	744	532
Ldoc1l	301	497	461	254
Leap2	1	2	0	0
Lect1	0	0	1	0
Lef1	4599	8610	4761	2709
Lefty1	11	6	8	4
Lefty2	0	0	0	0
Lekr1	6	29	15	11
Lemd2	521	854	1045	651
Lemd3	457	800	748	499
Lenep	81	122	132	64
Leng1	135	246	238	123
Leng8	2948	4058	5566	2843
Leng9	59	93	82	57
Leo1	508	836	1060	964
Lepr	3	9	24	5
Lepre1	65	110	104	81
Leprel2	1	4	7	5
Leprel4	15	9	76	41
Leprot	679	924	1505	964
Leprotl1	3403	6313	7076	5470
Letm1	1391	2426	2134	1822
Letm2	119	158	128	86
Letmd1	692	1213	1144	804
Lfng	1155	2000	7370	4426
Lgals1	1485	2771	13245	6227
Lgals12	0	1	0	0
Lgals3	169	226	5573	2967
Lgals3bp	10962	17431	17947	8711
Lgals4	22	29	38	22
Lgals6	0	0	0	0
Lgals7	39	85	102	164
Lgals8	686	988	1317	909
Lgals9	6611	10835	8545	4215
Lgi1	0	0	0	0
Lgi2	0	0	0	0
Lgi3	0	0	0	0
Lgi4	2	2	10	3
Lgmn	256	514	460	247
Lgr4	6	13	12	7
Lgr5	1	2	3	0
Lgr6	1	4	0	0
Lgtn	915	1730	2233	1591
Lhb	0	0	0	0
Lhcgr	0	0	0	0
Lhfp	1	1	1	3
Lhfpl1	0	1	1	0
Lhfpl2	24	37	14	7
Lhfpl3	0	0	6	7
Lhfpl4	0	1	0	0
Lhfpl5	1	1	0	3
Lhpp	37	73	91	40
Lhx1	0	0	0	0
Lhx2	4	6	14	8
Lhx5	0	0	0	0
Lhx6	1	1	0	0
Lhx9	1	0	0	0
Lias	273	544	698	476
Lif	5313	7236	1693	284
Lifr	4	11	18	11
Lig1	5831	10183	13331	10837
Lig3	1271	2083	1670	884
Lig4	189	422	399	245
Lilra5	0	0	0	2
Lilra6	2	2	0	0
Lilrb3	5	27	7	26
Lilrb4	15	45	135	151
Lim2	0	0	0	0
Lima1	9	7	6	16
Limch1	0	0	2	0
Limd1	2540	4454	4853	3539
Limd2	13458	22085	20436	8573
Lime1	2537	4189	6319	7450
Limk1	233	438	488	279
Limk2	1655	2682	2837	2499
Lims1	2357	4286	3122	1557
Lims2	0	1	1	2
Lin28a	0	1	0	6
Lin28b	1	1	1	0
Lin37	488	975	1186	426
Lin52	233	476	435	261
Lin54	685	1277	1655	534
Lin7a	0	0	0	2
Lin7b	2	1	6	0
Lin7c	1268	2198	1691	980
Lin9	435	802	826	436
Lingo1	0	0	0	0
Lingo3	0	0	4	0
Lingo4	1	4	26	18
Lins	291	439	300	221
Lipa	1678	3252	1891	1037
Lipc	0	0	0	0
Lipe	79	148	160	82
Lipg	10	22	35	31
Liph	2	4	3	2
Lipi	6	12	11	19
Lipm	0	0	0	0
Lipo1	207	484	396	277
Lipt1	70	126	91	66
Lipt2	6	25	20	5
Litaf	551	857	864	562
Lix1	1	3	2	1
Lix1l	25	51	55	31
Llgl1	992	1853	1751	1189
Llgl2	215	357	424	322
Llph	827	1439	1623	1372
Lman1	1279	2102	2207	1255
Lman1l	0	2	0	6
Lman2	4989	9538	9652	5527
Lman2l	361	600	592	348
Lmbr1	30	63	22	7
Lmbr1l	769	1456	1319	971
Lmbrd1	648	1194	1037	744
Lmbrd2	267	409	509	254
Lmf1	129	231	319	201
Lmf2	1174	1750	3428	2383
Lmln	26	69	70	41
Lmna	5	5	24	34
Lmnb1	8510	15674	20277	23127
Lmnb2	485	760	823	652
Lmo1	0	0	0	0
